complaint_id,account_id,customer_id,complaint_type,description,severity,complaint_date,status
CMP-000868,8093C3720,CUST-0046199,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2024-02-22,OPEN
CMP-000869,80BE85BF0,CUST-0117245,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2023-09-22,UNDER_REVIEW
CMP-000870,80EECA630,CUST-0043595,Identity Concern,Customer raised an identity verification concern.,LOW,2024-09-15,OPEN
CMP-000871,8005F5FA0,CUST-0042118,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2023-07-01,UNDER_REVIEW
CMP-000872,8051FB8A0,CUST-0115108,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2024-02-15,RESOLVED
CMP-000873,811C54640,CUST-0051344,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2022-01-05,UNDER_REVIEW
CMP-000874,8088163A0,CUST-0057718,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2022-05-13,OPEN
CMP-000875,80710A700,CUST-0095210,Suspicious Transaction,Potential fraudulent activity was reported.,HIGH,2022-03-08,UNDER_REVIEW
CMP-000876,80E010C10,CUST-0003866,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2024-01-16,UNDER_REVIEW
CMP-000877,801797710,CUST-0048659,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-06-28,UNDER_REVIEW
CMP-000878,808BD0480,CUST-0072912,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2024-02-08,OPEN
CMP-000879,80B7D3740,CUST-0112618,Unauthorized Transfer,Customer reported an unexpected transfer.,MEDIUM,2022-08-22,RESOLVED
CMP-000880,80795AFA0,CUST-0057381,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-01-23,OPEN
CMP-000881,80A3D80A0,CUST-0088054,Suspicious Transaction,Customer raised an identity verification concern.,HIGH,2023-01-11,RESOLVED
CMP-000882,813464A80,CUST-0014828,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2023-10-01,RESOLVED
CMP-000883,8081BAAD0,CUST-0027055,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-04-21,UNDER_REVIEW
CMP-000884,80DACB030,CUST-0025581,Identity Concern,Customer reported unusual transaction activity.,HIGH,2023-03-31,UNDER_REVIEW
CMP-000885,802EBE300,CUST-0058091,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2023-12-20,UNDER_REVIEW
CMP-000886,80ABF3A20,CUST-0106510,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2023-03-07,RESOLVED
CMP-000887,80AC51C30,CUST-0088513,Unauthorized Transfer,Customer raised an identity verification concern.,LOW,2023-09-13,RESOLVED
CMP-000888,80D697C10,CUST-0103582,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2024-01-07,OPEN
CMP-000889,807B251D0,CUST-0008761,Suspicious Transaction,Customer raised an identity verification concern.,MEDIUM,2024-03-14,RESOLVED
CMP-000890,80946C9D0,CUST-0056316,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2022-07-24,UNDER_REVIEW
CMP-000891,813EB4F71,CUST-0046675,Identity Concern,Potential fraudulent activity was reported.,MEDIUM,2023-12-22,OPEN
CMP-000892,808FBB970,CUST-0072358,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2023-07-16,UNDER_REVIEW
CMP-000893,80BC216B0,CUST-0019935,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-08-29,OPEN
CMP-000894,80A6BC8A0,CUST-0073511,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2024-05-05,OPEN
CMP-000895,807015000,CUST-0054376,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2024-03-09,UNDER_REVIEW
CMP-000896,811098CA0,CUST-0027859,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-10-22,UNDER_REVIEW
CMP-000897,802F09490,CUST-0095370,Suspicious Transaction,Customer reported unusual transaction activity.,MEDIUM,2023-04-21,OPEN
CMP-000898,8043FB600,CUST-0114359,Fraud Report,Potential fraudulent activity was reported.,HIGH,2024-05-22,UNDER_REVIEW
CMP-000899,80E41BE50,CUST-0009980,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2024-01-27,OPEN
CMP-000900,804E90CA0,CUST-0078885,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2024-05-22,UNDER_REVIEW
CMP-000901,80CBC7400,CUST-0059061,Identity Concern,Unusual account behaviour was reported.,HIGH,2024-07-04,RESOLVED
CMP-000902,808D966C0,CUST-0113829,Fraud Report,Potential fraudulent activity was reported.,MEDIUM,2022-04-06,OPEN
CMP-000903,8000FD480,CUST-0117030,Identity Concern,Customer raised an identity verification concern.,HIGH,2023-02-15,UNDER_REVIEW
CMP-000904,8096AD8E0,CUST-0070524,Identity Concern,Customer raised an identity verification concern.,MEDIUM,2023-12-08,OPEN
CMP-000905,81328F2C0,CUST-0023597,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-05-16,UNDER_REVIEW
CMP-000906,80EA41B20,CUST-0077110,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2024-07-22,OPEN
CMP-000907,800131650,CUST-0046067,Identity Concern,Potential fraudulent activity was reported.,LOW,2023-09-18,RESOLVED
CMP-000908,802F5E730,CUST-0098897,Unauthorized Transfer,Customer raised an identity verification concern.,CRITICAL,2024-06-20,OPEN
CMP-000909,804FE7C50,CUST-0058884,Identity Concern,Customer raised an identity verification concern.,LOW,2024-06-27,OPEN
CMP-000910,811E46570,CUST-0039341,Fraud Report,Customer reported unusual transaction activity.,MEDIUM,2022-09-25,RESOLVED
CMP-000911,804EC0860,CUST-0101221,Fraud Report,Unusual account behaviour was reported.,LOW,2024-06-13,UNDER_REVIEW
CMP-000912,8001F4EF0,CUST-0086198,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-11-09,RESOLVED
CMP-000913,80E84AD00,CUST-0070557,Identity Concern,Customer reported an unexpected transfer.,LOW,2023-11-24,OPEN
CMP-000914,80507CBA0,CUST-0115802,Unauthorized Transfer,Unusual account behaviour was reported.,CRITICAL,2023-10-21,UNDER_REVIEW
CMP-000915,810398C60,CUST-0000788,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2024-06-09,UNDER_REVIEW
CMP-000916,8114D93F0,CUST-0000414,Fraud Report,Potential fraudulent activity was reported.,LOW,2022-09-04,RESOLVED
CMP-000917,802AB3A30,CUST-0100283,Unusual Account Activity,Customer raised an identity verification concern.,CRITICAL,2022-08-17,OPEN
CMP-000918,80F0A2660,CUST-0004569,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2022-03-22,OPEN
CMP-000919,81381BC50,CUST-0102958,Identity Concern,Customer raised an identity verification concern.,HIGH,2024-05-27,OPEN
CMP-000920,80BEE25F0,CUST-0003799,Suspicious Transaction,Customer reported unusual transaction activity.,CRITICAL,2023-05-25,UNDER_REVIEW
CMP-000921,8030E8C80,CUST-0108466,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2022-02-06,OPEN
CMP-000922,812D007C0,CUST-0054720,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2024-03-21,RESOLVED
CMP-000923,80A25E940,CUST-0087585,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2023-07-30,UNDER_REVIEW
CMP-000924,811BD6BE0,CUST-0074815,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2024-04-25,UNDER_REVIEW
CMP-000925,8096BE160,CUST-0055116,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2023-07-28,RESOLVED
CMP-000926,80BD00420,CUST-0048966,Fraud Report,Customer raised an identity verification concern.,LOW,2023-11-04,OPEN
CMP-000927,808858240,CUST-0057721,Unauthorized Transfer,Customer reported unusual transaction activity.,HIGH,2024-02-17,UNDER_REVIEW
CMP-000928,80B6CDDF0,CUST-0037059,Fraud Report,Unusual account behaviour was reported.,HIGH,2024-04-29,RESOLVED
CMP-000929,8130217A0,CUST-0070938,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2022-04-19,OPEN
CMP-000930,804E60370,CUST-0011046,Identity Concern,Customer reported unusual transaction activity.,HIGH,2024-04-21,RESOLVED
CMP-000931,80DCF1970,CUST-0114161,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2022-07-20,OPEN
CMP-000932,80D578C50,CUST-0111587,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2023-04-14,UNDER_REVIEW
CMP-000933,803DDAB50,CUST-0105049,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-02-17,UNDER_REVIEW
CMP-000934,80A6341F0,CUST-0069417,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2023-11-06,UNDER_REVIEW
CMP-000935,80C807C30,CUST-0042820,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-01-05,RESOLVED
CMP-000936,806E7D830,CUST-0116767,Unusual Account Activity,Customer reported an unexpected transfer.,MEDIUM,2023-05-10,RESOLVED
CMP-000937,80BEC41C0,CUST-0096213,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2024-04-14,RESOLVED
CMP-000938,803627C30,CUST-0007481,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2023-09-07,UNDER_REVIEW
CMP-000939,800FF3760,CUST-0061200,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2023-09-16,UNDER_REVIEW
CMP-000940,80D676A40,CUST-0093315,Fraud Report,Customer raised an identity verification concern.,MEDIUM,2024-09-20,OPEN
CMP-000941,808A60A10,CUST-0108982,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2023-02-27,RESOLVED
CMP-000942,80EEB08F0,CUST-0039677,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2023-07-15,OPEN
CMP-000943,80876CA50,CUST-0005880,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2022-08-03,RESOLVED
CMP-000944,8026332C0,CUST-0046809,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2022-05-16,RESOLVED
CMP-000945,80D0ADAF0,CUST-0069592,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2022-04-29,RESOLVED
CMP-000946,809D3CF40,CUST-0018055,Identity Concern,Unusual account behaviour was reported.,HIGH,2023-08-08,UNDER_REVIEW
CMP-000947,807F4FD00,CUST-0075951,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2024-04-07,OPEN
CMP-000948,80E632AF0,CUST-0031283,Unauthorized Transfer,Customer reported unusual transaction activity.,LOW,2023-01-26,OPEN
CMP-000949,80647EFC0,CUST-0049033,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2022-10-01,OPEN
CMP-000950,806C35990,CUST-0004144,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2024-05-09,RESOLVED
CMP-000951,8037FCF80,CUST-0081871,Fraud Report,Customer raised an identity verification concern.,LOW,2022-02-03,RESOLVED
CMP-000952,801C35410,CUST-0065061,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2024-06-07,OPEN
CMP-000953,80DE057B0,CUST-0087215,Fraud Report,Customer reported unusual transaction activity.,CRITICAL,2023-06-08,UNDER_REVIEW
CMP-000954,8025E38B0,CUST-0099572,Fraud Report,Unusual account behaviour was reported.,LOW,2023-03-03,OPEN
CMP-000955,80DD6CFD0,CUST-0044527,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2024-02-01,OPEN
CMP-000956,809B65CB0,CUST-0104811,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2024-07-22,RESOLVED
CMP-000957,806833390,CUST-0001388,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-09-14,OPEN
CMP-000958,813258AB0,CUST-0089319,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2023-12-01,RESOLVED
CMP-000959,80757DF50,CUST-0104972,Suspicious Transaction,Customer raised an identity verification concern.,LOW,2023-06-11,UNDER_REVIEW
CMP-000960,80D0D4B60,CUST-0018276,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2022-10-13,OPEN
CMP-000961,80820F1A0,CUST-0058510,Fraud Report,Customer reported unusual transaction activity.,HIGH,2023-08-22,UNDER_REVIEW
CMP-000962,80C9B0080,CUST-0051076,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2023-12-28,UNDER_REVIEW
CMP-000963,813FDC7F0,CUST-0105495,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2023-09-04,UNDER_REVIEW
CMP-000964,8009673B0,CUST-0058513,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2024-03-19,OPEN
CMP-000965,80687ABD0,CUST-0074043,Fraud Report,Unusual account behaviour was reported.,MEDIUM,2024-03-13,OPEN
CMP-000966,813EC3F51,CUST-0074009,Suspicious Transaction,Unusual account behaviour was reported.,MEDIUM,2023-06-18,UNDER_REVIEW
CMP-000967,80D36FDD0,CUST-0103544,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2023-07-11,UNDER_REVIEW
CMP-000968,80FFC89E0,CUST-0014658,Unauthorized Transfer,Potential fraudulent activity was reported.,HIGH,2022-08-15,UNDER_REVIEW
CMP-000969,803E526D0,CUST-0023189,Unauthorized Transfer,Unusual account behaviour was reported.,CRITICAL,2022-10-28,RESOLVED
CMP-000970,809A0C110,CUST-0026939,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2024-04-23,UNDER_REVIEW
CMP-000971,80366E240,CUST-0061675,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2022-09-04,OPEN
CMP-000972,811BEF260,CUST-0062931,Fraud Report,Customer raised an identity verification concern.,LOW,2023-11-30,UNDER_REVIEW
CMP-000973,80A3C6E80,CUST-0071091,Unusual Account Activity,Potential fraudulent activity was reported.,LOW,2022-09-20,RESOLVED
CMP-000974,806E6BBE0,CUST-0061198,Fraud Report,Unusual account behaviour was reported.,CRITICAL,2024-04-21,UNDER_REVIEW
CMP-000975,80F289950,CUST-0008450,Fraud Report,Customer reported an unexpected transfer.,HIGH,2022-02-14,RESOLVED
CMP-000976,80BD48570,CUST-0041419,Suspicious Transaction,Customer reported an unexpected transfer.,LOW,2022-03-26,RESOLVED
CMP-000977,8082FC800,CUST-0042938,Unauthorized Transfer,Customer reported an unexpected transfer.,CRITICAL,2022-03-09,OPEN
CMP-000978,813F3E8A1,CUST-0039755,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2022-07-30,RESOLVED
CMP-000979,804688F60,CUST-0043689,Unauthorized Transfer,Customer reported unusual transaction activity.,CRITICAL,2023-12-04,RESOLVED
CMP-000980,80B0CABF0,CUST-0104717,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2022-12-06,OPEN
CMP-000981,8047C6800,CUST-0065941,Fraud Report,Unusual account behaviour was reported.,LOW,2022-07-02,RESOLVED
CMP-000982,8052CD320,CUST-0103189,Unauthorized Transfer,Potential fraudulent activity was reported.,CRITICAL,2024-04-21,UNDER_REVIEW
CMP-000983,814454FC0,CUST-0021794,Identity Concern,Customer raised an identity verification concern.,HIGH,2023-04-07,OPEN
CMP-000984,81374A7C0,CUST-0084158,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2023-02-03,RESOLVED
CMP-000985,804802080,CUST-0116831,Unusual Account Activity,Customer reported unusual transaction activity.,LOW,2024-01-08,RESOLVED
CMP-000986,80A39A380,CUST-0084810,Suspicious Transaction,Potential fraudulent activity was reported.,LOW,2024-05-18,UNDER_REVIEW
CMP-000987,807608020,CUST-0044456,Fraud Report,Unusual account behaviour was reported.,LOW,2024-03-16,UNDER_REVIEW
CMP-000988,8142061E0,CUST-0017343,Identity Concern,Customer raised an identity verification concern.,CRITICAL,2024-02-23,RESOLVED
CMP-000989,80153F0D0,CUST-0086889,Identity Concern,Customer reported an unexpected transfer.,MEDIUM,2022-02-01,OPEN
CMP-000990,80419C290,CUST-0035262,Identity Concern,Unusual account behaviour was reported.,HIGH,2024-02-04,RESOLVED
CMP-000991,80F2A89A0,CUST-0087628,Fraud Report,Potential fraudulent activity was reported.,LOW,2022-05-28,RESOLVED
CMP-000992,80605A660,CUST-0088067,Unusual Account Activity,Customer reported an unexpected transfer.,LOW,2024-06-14,OPEN
CMP-000993,800D51300,CUST-0114288,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2022-01-06,RESOLVED
CMP-000994,801D39DA0,CUST-0030778,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2023-07-15,RESOLVED
CMP-000995,80E8704F0,CUST-0056771,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2024-01-30,RESOLVED
CMP-000996,811F73DF0,CUST-0029516,Unusual Account Activity,Customer reported an unexpected transfer.,MEDIUM,2024-05-21,OPEN
CMP-000997,8056D7E00,CUST-0068433,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2022-08-15,OPEN
CMP-000998,811F37920,CUST-0019371,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2022-07-05,RESOLVED
CMP-000999,8137B8750,CUST-0012002,Suspicious Transaction,Potential fraudulent activity was reported.,LOW,2023-07-17,UNDER_REVIEW
CMP-001000,80E1162E0,CUST-0104485,Unauthorized Transfer,Unusual account behaviour was reported.,CRITICAL,2022-04-11,UNDER_REVIEW
CMP-001001,80DD9F1E0,CUST-0026823,Unauthorized Transfer,Customer reported an unexpected transfer.,LOW,2023-01-01,UNDER_REVIEW
CMP-001002,80064F0B0,CUST-0115048,Suspicious Transaction,Customer reported an unexpected transfer.,HIGH,2023-09-27,UNDER_REVIEW
CMP-001003,8058AB070,CUST-0056238,Fraud Report,Unusual account behaviour was reported.,HIGH,2023-04-07,RESOLVED
CMP-001004,80184D0E0,CUST-0012188,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2023-08-22,UNDER_REVIEW
CMP-001005,80B6DC2A0,CUST-0026261,Identity Concern,Customer reported an unexpected transfer.,LOW,2024-09-08,UNDER_REVIEW
CMP-001006,80CC90D90,CUST-0015055,Unauthorized Transfer,Customer raised an identity verification concern.,HIGH,2022-09-10,UNDER_REVIEW
CMP-001007,8106EF9C0,CUST-0031410,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2022-05-18,UNDER_REVIEW
CMP-001008,80C5DA640,CUST-0063710,Fraud Report,Customer raised an identity verification concern.,LOW,2023-01-03,OPEN
CMP-001009,807E40980,CUST-0043077,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2023-10-24,OPEN
CMP-001010,80D871AA0,CUST-0010792,Unusual Account Activity,Customer reported an unexpected transfer.,HIGH,2024-07-01,RESOLVED
CMP-001011,802714320,CUST-0087579,Suspicious Transaction,Customer reported unusual transaction activity.,LOW,2024-06-26,RESOLVED
CMP-001012,81245BAF0,CUST-0021749,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2023-10-09,RESOLVED
CMP-001013,80DBF2A30,CUST-0105041,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2022-08-06,RESOLVED
CMP-001014,81327AF60,CUST-0103961,Unusual Account Activity,Customer raised an identity verification concern.,MEDIUM,2024-07-04,UNDER_REVIEW
CMP-001015,8117282B0,CUST-0041546,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2023-02-06,OPEN
CMP-001016,808BAD200,CUST-0039344,Unusual Account Activity,Unusual account behaviour was reported.,LOW,2023-04-21,UNDER_REVIEW
CMP-001017,8001C7260,CUST-0066647,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2023-01-08,RESOLVED
CMP-001018,805D107C0,CUST-0008159,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2023-12-02,UNDER_REVIEW
CMP-001019,810918400,CUST-0081307,Unauthorized Transfer,Unusual account behaviour was reported.,MEDIUM,2022-06-13,RESOLVED
CMP-001020,80722E590,CUST-0002063,Identity Concern,Potential fraudulent activity was reported.,LOW,2024-01-20,OPEN
CMP-001021,8111B2B40,CUST-0104781,Identity Concern,Customer reported an unexpected transfer.,LOW,2024-02-19,UNDER_REVIEW
CMP-001022,80389CD40,CUST-0003696,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2023-01-14,RESOLVED
CMP-001023,8080FA3D0,CUST-0028147,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2024-07-18,UNDER_REVIEW
CMP-001024,8040AE730,CUST-0081291,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2024-06-21,OPEN
CMP-001025,810064F80,CUST-0018554,Unusual Account Activity,Potential fraudulent activity was reported.,HIGH,2023-12-22,RESOLVED
CMP-001026,8060CEE50,CUST-0112049,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2023-07-12,RESOLVED
CMP-001027,805FFE950,CUST-0117817,Fraud Report,Unusual account behaviour was reported.,LOW,2023-01-23,RESOLVED
CMP-001028,80799A2C0,CUST-0087167,Identity Concern,Customer reported an unexpected transfer.,CRITICAL,2022-09-15,UNDER_REVIEW
CMP-001029,812ACFFA0,CUST-0104204,Fraud Report,Customer raised an identity verification concern.,CRITICAL,2024-04-16,RESOLVED
CMP-001030,81020FA00,CUST-0011015,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2022-01-07,OPEN
CMP-001031,806FBDC40,CUST-0100173,Suspicious Transaction,Unusual account behaviour was reported.,HIGH,2022-08-24,OPEN
CMP-001032,809363C60,CUST-0056827,Unauthorized Transfer,Customer reported an unexpected transfer.,HIGH,2022-06-03,RESOLVED
CMP-001033,812649F00,CUST-0061612,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2024-01-05,UNDER_REVIEW
CMP-001034,80F40B6B0,CUST-0025075,Suspicious Transaction,Customer raised an identity verification concern.,CRITICAL,2024-01-08,UNDER_REVIEW
CMP-001035,8008D9E70,CUST-0038712,Unusual Account Activity,Customer reported an unexpected transfer.,CRITICAL,2022-08-04,OPEN
CMP-001036,80247DA90,CUST-0076208,Suspicious Transaction,Customer reported an unexpected transfer.,MEDIUM,2022-09-07,OPEN
CMP-001037,802698E00,CUST-0023374,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2023-10-07,OPEN
CMP-001038,803C491E0,CUST-0068688,Fraud Report,Customer reported an unexpected transfer.,CRITICAL,2022-06-20,RESOLVED
CMP-001039,80A389290,CUST-0029263,Unusual Account Activity,Customer reported unusual transaction activity.,HIGH,2024-09-19,OPEN
CMP-001040,80F19F840,CUST-0108047,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2022-08-10,UNDER_REVIEW
CMP-001041,802F4C810,CUST-0076201,Unauthorized Transfer,Customer raised an identity verification concern.,MEDIUM,2022-06-24,RESOLVED
CMP-001042,806D80C80,CUST-0000551,Unauthorized Transfer,Unusual account behaviour was reported.,HIGH,2024-04-20,OPEN
CMP-001043,81471FA00,CUST-0011590,Fraud Report,Customer raised an identity verification concern.,LOW,2024-01-12,OPEN
CMP-001044,80C3648C0,CUST-0114449,Identity Concern,Customer reported an unexpected transfer.,LOW,2023-01-23,OPEN
CMP-001045,8055C6F10,CUST-0025174,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2022-07-27,OPEN
CMP-001046,8111FF990,CUST-0116789,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2023-09-13,RESOLVED
CMP-001047,80612E3B0,CUST-0043318,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2023-09-07,OPEN
CMP-001048,802A3AC10,CUST-0076505,Unauthorized Transfer,Unusual account behaviour was reported.,LOW,2023-05-09,RESOLVED
CMP-001049,800364980,CUST-0093219,Identity Concern,Unusual account behaviour was reported.,CRITICAL,2023-10-27,UNDER_REVIEW
CMP-001050,807B5FA20,CUST-0109215,Suspicious Transaction,Unusual account behaviour was reported.,CRITICAL,2024-06-14,OPEN
CMP-001051,80A8C52A0,CUST-0053170,Identity Concern,Customer raised an identity verification concern.,HIGH,2024-08-18,RESOLVED
CMP-001052,803B27A40,CUST-0068076,Unusual Account Activity,Customer reported unusual transaction activity.,CRITICAL,2024-04-03,OPEN
CMP-001053,8106F4D60,CUST-0108262,Identity Concern,Customer reported an unexpected transfer.,LOW,2022-09-18,UNDER_REVIEW
CMP-001054,8084AE700,CUST-0001523,Unusual Account Activity,Customer raised an identity verification concern.,HIGH,2023-09-05,OPEN
CMP-001055,808406960,CUST-0006204,Suspicious Transaction,Unusual account behaviour was reported.,LOW,2022-01-06,RESOLVED
CMP-001056,80E981C40,CUST-0055217,Identity Concern,Customer reported an unexpected transfer.,HIGH,2022-01-08,UNDER_REVIEW
CMP-001057,800D7A730,CUST-0071248,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2023-01-06,RESOLVED
CMP-001058,802FD3410,CUST-0108439,Fraud Report,Potential fraudulent activity was reported.,CRITICAL,2023-08-23,RESOLVED
CMP-001059,809513F20,CUST-0025422,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2023-01-10,OPEN
CMP-001060,811DAABF0,CUST-0069413,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2023-02-28,OPEN
CMP-001061,813B291F1,CUST-0046701,Unusual Account Activity,Unusual account behaviour was reported.,CRITICAL,2023-01-15,UNDER_REVIEW
CMP-001062,809F49CD0,CUST-0111817,Unusual Account Activity,Potential fraudulent activity was reported.,CRITICAL,2022-11-11,RESOLVED
CMP-001063,802B9B990,CUST-0030128,Suspicious Transaction,Customer reported an unexpected transfer.,CRITICAL,2022-05-22,RESOLVED
CMP-001064,801903950,CUST-0002889,Unauthorized Transfer,Customer reported unusual transaction activity.,MEDIUM,2024-08-30,RESOLVED
CMP-001065,8085D7C60,CUST-0081918,Fraud Report,Unusual account behaviour was reported.,LOW,2023-02-15,OPEN
CMP-001066,813276990,CUST-0017404,Suspicious Transaction,Customer reported unusual transaction activity.,MEDIUM,2023-02-03,UNDER_REVIEW
CMP-001067,812C515B0,CUST-0047736,Unusual Account Activity,Customer raised an identity verification concern.,LOW,2024-08-06,OPEN
CMP-001068,8082A2AC0,CUST-0032182,Unauthorized Transfer,Potential fraudulent activity was reported.,LOW,2022-09-27,RESOLVED
CMP-001069,806DD5340,CUST-0000857,Identity Concern,Customer raised an identity verification concern.,HIGH,2022-02-08,RESOLVED
CMP-001070,806C0FC50,CUST-0037717,Unusual Account Activity,Customer reported unusual transaction activity.,MEDIUM,2024-09-13,RESOLVED
CMP-001071,80CE968C0,CUST-0020556,Identity Concern,Customer reported unusual transaction activity.,MEDIUM,2023-05-22,RESOLVED
CMP-001072,80D4A8700,CUST-0083542,Unusual Account Activity,Potential fraudulent activity was reported.,MEDIUM,2024-08-11,OPEN
CMP-001073,802F77210,CUST-0110965,Unusual Account Activity,Unusual account behaviour was reported.,MEDIUM,2024-03-13,RESOLVED
CMP-001074,8033FD7D0,CUST-0032158,Suspicious Transaction,Potential fraudulent activity was reported.,MEDIUM,2022-06-23,RESOLVED
CMP-001075,80EC78150,CUST-0060992,Unauthorized Transfer,Customer reported unusual transaction activity.,HIGH,2022-01-01,UNDER_REVIEW
CMP-001076,80D1DA490,CUST-0043567,Identity Concern,Customer raised an identity verification concern.,MEDIUM,2022-12-28,RESOLVED
CMP-001077,809072910,CUST-0019285,Suspicious Transaction,Customer reported unusual transaction activity.,HIGH,2022-01-16,RESOLVED
CMP-001078,801CF45A0,CUST-0019958,Unusual Account Activity,Unusual account behaviour was reported.,HIGH,2024-04-29,UNDER_REVIEW
CMP-001079,805A4D250,CUST-0098102,Fraud Report,Customer reported an unexpected transfer.,MEDIUM,2024-09-13,UNDER_REVIEW
CMP-001080,80FEDC350,CUST-0108623,Identity Concern,Unusual account behaviour was reported.,LOW,2024-08-10,UNDER_REVIEW
