relationship_id,account_id,connected_account_id,relationship_type,ownership_percentage,relationship_start_date
REL-0006823,80F9989A0,80235B560,BENEFICIAL_OWNER,89.08,2019-07-20
REL-0006824,803E43640,80E13FFF0,SHARED_OWNER,89.05,2019-02-05
REL-0006825,8097F0530,80C71FDC0,BENEFICIAL_OWNER,57.82,2018-02-07
REL-0006826,80FE024C0,811A30B80,BUSINESS_ASSOCIATE,31.32,2023-01-06
REL-0006827,801AFF0A0,8035FE850,SHARED_OWNER,76.6,2018-03-05
REL-0006828,812311CE0,801723630,SHARED_OWNER,24.69,2019-05-12
REL-0006829,80110DB40,8075C5DD0,RELATED_ACCOUNT,86.4,2023-11-05
REL-0006830,8104F2EA0,80CCC9EE0,RELATED_ACCOUNT,74.34,2024-04-13
REL-0006831,8032AF000,8142A8E31,BUSINESS_ASSOCIATE,32.54,2018-10-28
REL-0006832,8032ED4A0,802F48CC0,SHARED_OWNER,29.66,2024-04-26
REL-0006833,80F9C53D0,81122B960,RELATED_ACCOUNT,27.17,2022-12-10
REL-0006834,803A7C8B0,80877DF80,BENEFICIAL_OWNER,60.91,2019-01-16
REL-0006835,80F374DE0,80DBCE360,AUTHORIZED_USER,25.43,2018-08-19
REL-0006836,8020D4570,80C205650,RELATED_ACCOUNT,74.23,2019-06-01
REL-0006837,800A721A0,80F342450,AUTHORIZED_USER,51.88,2024-03-29
REL-0006838,80B8FFEF0,8014F5E90,BUSINESS_ASSOCIATE,77.12,2022-07-13
REL-0006839,803C2EE50,8112D4B90,BUSINESS_ASSOCIATE,76.08,2022-08-23
REL-0006840,802CFDCA0,804FE79C0,RELATED_ACCOUNT,41.1,2019-09-04
REL-0006841,80AEA41A0,80047DC50,BENEFICIAL_OWNER,39.92,2023-12-31
REL-0006842,80E21D740,802AB9FA0,BENEFICIAL_OWNER,54.93,2019-11-06
REL-0006843,80FE657B0,809EB1ED0,SHARED_OWNER,77.21,2019-03-30
REL-0006844,811665860,807A4AE20,BENEFICIAL_OWNER,28.32,2020-05-08
REL-0006845,80800DEA0,8007BD470,BUSINESS_ASSOCIATE,53.85,2022-10-16
REL-0006846,813305E00,8080843D0,RELATED_ACCOUNT,69.74,2022-09-27
REL-0006847,808C770B0,80007F8C0,AUTHORIZED_USER,65.72,2023-08-20
REL-0006848,80EB7BF50,80AEB9A20,AUTHORIZED_USER,31.46,2024-03-09
REL-0006849,8030AB120,80A385340,RELATED_ACCOUNT,74.74,2024-06-11
REL-0006850,8079159E0,807D67300,BUSINESS_ASSOCIATE,50.12,2019-08-24
REL-0006851,80F15CCC0,8071653C0,RELATED_ACCOUNT,65.44,2018-11-29
REL-0006852,80B860500,810DE86A0,RELATED_ACCOUNT,69.95,2021-09-12
REL-0006853,80C019190,8016586F0,BENEFICIAL_OWNER,92.76,2023-06-25
REL-0006854,8064E3C90,80D7B8B00,AUTHORIZED_USER,96.71,2018-12-23
REL-0006855,806F8D4A0,80910F8B0,RELATED_ACCOUNT,97.22,2022-04-30
REL-0006856,80545F6A0,80195E050,BENEFICIAL_OWNER,45.71,2021-08-16
REL-0006857,803540D40,801B37600,SHARED_OWNER,80.04,2023-07-13
REL-0006858,813892F80,80CDA2DC0,RELATED_ACCOUNT,26.28,2022-07-23
REL-0006859,800232B60,80C56E7E0,RELATED_ACCOUNT,11.83,2022-01-07
REL-0006860,800C0BB40,805F4D030,AUTHORIZED_USER,34.51,2019-04-03
REL-0006861,800D62280,80672A200,AUTHORIZED_USER,55.29,2022-10-15
REL-0006862,802BD3490,806B1EDA0,SHARED_OWNER,91.78,2018-07-24
REL-0006863,8143FD6C1,8021BC810,RELATED_ACCOUNT,74.96,2020-01-23
REL-0006864,80A71A590,807141230,SHARED_OWNER,42.62,2020-02-25
REL-0006865,8134A3F60,801D5AE00,SHARED_OWNER,77.07,2021-09-02
REL-0006866,808E33340,8107103F0,BENEFICIAL_OWNER,21.39,2021-02-24
REL-0006867,80C0F9D90,8010EFF90,BUSINESS_ASSOCIATE,31.67,2024-01-27
REL-0006868,81066C010,80C2C52A0,BENEFICIAL_OWNER,34.0,2024-09-24
REL-0006869,800831A50,803E84EB0,AUTHORIZED_USER,43.97,2018-07-19
REL-0006870,80AAFC3B0,811F016B0,BUSINESS_ASSOCIATE,77.8,2022-11-21
REL-0006871,8039DCF40,8086E1140,SHARED_OWNER,95.72,2023-09-05
REL-0006872,8103D2CD0,813001FA0,SHARED_OWNER,80.4,2020-03-16
REL-0006873,807DC3920,8015E1FD0,SHARED_OWNER,11.84,2021-09-28
REL-0006874,8078E51C0,810901190,AUTHORIZED_USER,76.04,2022-03-15
REL-0006875,802BC1830,80BA1A1B0,BUSINESS_ASSOCIATE,42.92,2023-06-14
REL-0006876,80371EBB0,80AA4F100,RELATED_ACCOUNT,29.82,2022-09-04
REL-0006877,8002FC5B0,8001021C0,RELATED_ACCOUNT,28.28,2019-09-24
REL-0006878,805A0DA90,81219A7F0,SHARED_OWNER,63.43,2022-11-27
REL-0006879,812FBB2B0,80F32CF10,RELATED_ACCOUNT,93.48,2022-07-09
REL-0006880,80140A490,8095E20B0,BENEFICIAL_OWNER,52.1,2018-07-16
REL-0006881,8128FB690,804BB6D20,BENEFICIAL_OWNER,42.53,2021-05-09
REL-0006882,807AD6790,800A646A0,SHARED_OWNER,15.17,2019-09-20
REL-0006883,8024D0BE0,8036E1970,RELATED_ACCOUNT,43.83,2019-09-21
REL-0006884,8003C35C0,80740B990,RELATED_ACCOUNT,75.1,2019-12-01
REL-0006885,8086CD690,80D8FF0D0,RELATED_ACCOUNT,97.14,2020-06-09
REL-0006886,8049CC590,80B7243A0,SHARED_OWNER,68.99,2023-02-03
REL-0006887,8006AFC40,80FD1FBD0,RELATED_ACCOUNT,57.16,2019-01-01
REL-0006888,801CB6830,807FB61F0,BENEFICIAL_OWNER,44.59,2020-06-10
REL-0006889,811C53960,80D0DD890,AUTHORIZED_USER,50.38,2023-09-29
REL-0006890,80233B810,80E575E40,AUTHORIZED_USER,5.24,2024-04-17
REL-0006891,80720A330,809321140,SHARED_OWNER,83.96,2021-11-07
REL-0006892,807E67460,8035F21F0,BUSINESS_ASSOCIATE,71.21,2019-02-14
REL-0006893,804B55540,805214EC0,SHARED_OWNER,48.33,2022-03-15
REL-0006894,808E9A220,806481460,BENEFICIAL_OWNER,59.4,2021-02-09
REL-0006895,805FE48A0,801B568A0,RELATED_ACCOUNT,62.38,2019-11-08
REL-0006896,80F69DD60,80032D460,SHARED_OWNER,45.8,2021-02-02
REL-0006897,812C81310,80DA428C0,BENEFICIAL_OWNER,54.4,2020-09-28
REL-0006898,80A148C30,8019C9870,RELATED_ACCOUNT,67.98,2023-05-04
REL-0006899,801BB63F0,8036850E0,AUTHORIZED_USER,46.27,2022-04-03
REL-0006900,8009436E0,810E0B510,BUSINESS_ASSOCIATE,90.3,2023-05-26
REL-0006901,800EF49E0,800727640,RELATED_ACCOUNT,33.78,2020-12-14
REL-0006902,80A1DBCD0,805164F70,BENEFICIAL_OWNER,65.67,2021-06-07
REL-0006903,8067D3EA0,80CBCE8A0,AUTHORIZED_USER,56.02,2023-07-11
REL-0006904,803C8EE50,812A98510,AUTHORIZED_USER,81.07,2019-12-17
REL-0006905,81330E070,80B5C4110,SHARED_OWNER,83.86,2020-12-24
REL-0006906,805B41000,8137B1EE0,SHARED_OWNER,51.25,2020-09-14
REL-0006907,8113AA5E0,80D4777A0,SHARED_OWNER,37.85,2022-01-14
REL-0006908,800C0F200,80D83A010,AUTHORIZED_USER,16.87,2018-07-28
REL-0006909,80496C620,808106F40,SHARED_OWNER,16.69,2021-09-26
REL-0006910,80F868E60,806BA32D0,AUTHORIZED_USER,48.21,2020-07-25
REL-0006911,80CE97090,80A69D950,BUSINESS_ASSOCIATE,96.29,2020-09-11
REL-0006912,80FEAF310,802AD6850,RELATED_ACCOUNT,70.95,2023-06-05
REL-0006913,81005CFA0,8083FC260,RELATED_ACCOUNT,94.55,2023-04-03
REL-0006914,8136415B1,80354E570,AUTHORIZED_USER,29.18,2020-07-03
REL-0006915,8003807A0,80C73B0C0,AUTHORIZED_USER,34.36,2022-05-31
REL-0006916,80EB9CBA0,80AB63160,RELATED_ACCOUNT,49.42,2021-07-10
REL-0006917,80EE04E30,802FA1190,BENEFICIAL_OWNER,55.96,2022-03-08
REL-0006918,80204C350,8039CDC60,SHARED_OWNER,84.23,2024-07-12
REL-0006919,8096FD5F0,8095B02D0,RELATED_ACCOUNT,51.17,2024-09-14
REL-0006920,80CEEAA80,80C2D8800,AUTHORIZED_USER,39.4,2023-08-17
REL-0006921,80ACF6560,8038D8030,AUTHORIZED_USER,43.23,2019-09-29
REL-0006922,802FDA990,814332E80,BUSINESS_ASSOCIATE,78.47,2020-12-11
REL-0006923,8060F8DC0,8052A44D0,SHARED_OWNER,78.79,2022-08-09
REL-0006924,801DFF4E0,8027A76B0,BENEFICIAL_OWNER,75.46,2021-05-21
REL-0006925,80F978CA0,80CF7FDB0,RELATED_ACCOUNT,6.73,2019-02-21
REL-0006926,81218ACA0,8001B8810,BUSINESS_ASSOCIATE,99.72,2022-12-27
REL-0006927,803721700,800EC5850,SHARED_OWNER,29.18,2023-07-12
REL-0006928,800D6A320,803DD2870,AUTHORIZED_USER,73.43,2020-10-02
REL-0006929,80F12D680,809502090,BUSINESS_ASSOCIATE,38.18,2021-08-01
REL-0006930,80456BEF0,80672FC10,SHARED_OWNER,54.23,2020-06-06
REL-0006931,80932CC40,80024E2A0,RELATED_ACCOUNT,72.82,2022-07-07
REL-0006932,805FA5EA0,8019BCD10,AUTHORIZED_USER,7.41,2024-10-28
REL-0006933,80F45AE50,80B9B3B30,SHARED_OWNER,6.83,2023-02-28
REL-0006934,8089D4F40,811A91AE0,SHARED_OWNER,67.61,2018-06-11
REL-0006935,803E21880,80C4A5F80,AUTHORIZED_USER,76.22,2022-04-19
REL-0006936,810B8EBA0,802C385D0,RELATED_ACCOUNT,59.59,2023-06-26
REL-0006937,803385070,810857E10,BUSINESS_ASSOCIATE,21.92,2023-12-07
REL-0006938,80346D680,8027739B0,SHARED_OWNER,42.8,2019-10-02
REL-0006939,80828F440,813E81DD0,RELATED_ACCOUNT,59.94,2020-08-26
REL-0006940,80E4EFF60,80814BC40,BUSINESS_ASSOCIATE,45.3,2022-07-04
REL-0006941,8094D91B0,808DEF3D0,RELATED_ACCOUNT,99.83,2022-10-21
REL-0006942,80086AC30,806EFDD50,RELATED_ACCOUNT,88.52,2021-12-29
REL-0006943,800F41330,805FEABF0,BUSINESS_ASSOCIATE,43.71,2023-06-27
REL-0006944,806A32CD0,805D3FE10,BENEFICIAL_OWNER,17.62,2024-01-15
REL-0006945,8003B27A0,801008340,SHARED_OWNER,96.87,2020-08-02
REL-0006946,813A01040,801C04A20,SHARED_OWNER,76.56,2018-01-30
REL-0006947,80C294810,803347870,BENEFICIAL_OWNER,9.48,2023-04-02
REL-0006948,81087AB10,81108AAA0,BENEFICIAL_OWNER,51.79,2021-06-22
REL-0006949,802D0D200,8046B5760,AUTHORIZED_USER,43.49,2020-07-10
REL-0006950,8084EB1D0,8020E4F10,BUSINESS_ASSOCIATE,44.33,2018-09-14
REL-0006951,80486CAB0,814407191,BUSINESS_ASSOCIATE,96.51,2020-03-13
REL-0006952,80BE35150,80D2AD870,SHARED_OWNER,68.1,2023-02-12
REL-0006953,807DA7D70,807D4EE20,BENEFICIAL_OWNER,81.44,2022-11-25
REL-0006954,81403AD71,8067C5720,BUSINESS_ASSOCIATE,82.31,2022-05-16
REL-0006955,81138A2D0,801844A80,BUSINESS_ASSOCIATE,21.54,2021-11-04
REL-0006956,803ADB150,80A3C9F10,AUTHORIZED_USER,27.54,2023-04-13
REL-0006957,80A3E10E0,80E913D60,RELATED_ACCOUNT,72.22,2018-10-07
REL-0006958,810609AF0,802DD9BF0,BUSINESS_ASSOCIATE,87.08,2023-11-13
REL-0006959,800E52A50,807D96F10,BUSINESS_ASSOCIATE,14.85,2019-06-02
REL-0006960,8068C67A0,8002924E0,BENEFICIAL_OWNER,80.69,2019-11-12
REL-0006961,80F33F700,80F29FE80,BENEFICIAL_OWNER,35.62,2019-10-14
REL-0006962,80D137300,800801C70,SHARED_OWNER,92.71,2024-07-26
REL-0006963,800744030,80BD23810,BUSINESS_ASSOCIATE,58.92,2019-08-25
REL-0006964,80BEF6E80,80282E6F0,BUSINESS_ASSOCIATE,87.19,2022-06-04
REL-0006965,802365000,80E98E220,RELATED_ACCOUNT,47.89,2020-12-17
REL-0006966,8147E4241,808DCF690,RELATED_ACCOUNT,40.87,2022-03-05
REL-0006967,81309B620,8119F00F0,BENEFICIAL_OWNER,40.6,2021-07-22
REL-0006968,806C8B650,81289E5E0,SHARED_OWNER,15.39,2019-02-04
REL-0006969,800570D30,811D89460,BUSINESS_ASSOCIATE,68.24,2021-11-04
REL-0006970,807D725C1,80593DC70,AUTHORIZED_USER,92.53,2020-02-08
REL-0006971,811FDAF40,80C2035D0,RELATED_ACCOUNT,18.72,2020-04-24
REL-0006972,80AC43740,800A525C0,BUSINESS_ASSOCIATE,14.53,2024-08-26
REL-0006973,804C4CE20,811DD2050,AUTHORIZED_USER,53.73,2019-02-13
REL-0006974,80EFE9520,80095D930,RELATED_ACCOUNT,86.89,2018-11-25
REL-0006975,80F44B980,80BB19BF0,BENEFICIAL_OWNER,20.75,2018-11-02
REL-0006976,804B242E0,80EADC360,BUSINESS_ASSOCIATE,28.16,2020-09-22
REL-0006977,8031F2770,813C23611,SHARED_OWNER,90.44,2019-04-01
REL-0006978,8039B7AE0,80E8DAED0,BENEFICIAL_OWNER,56.46,2022-05-14
REL-0006979,80F68CA90,8121C2EA0,SHARED_OWNER,53.28,2022-06-06
REL-0006980,80788F9A0,811BD03D0,AUTHORIZED_USER,9.39,2024-06-05
REL-0006981,803DBA190,8042AE830,AUTHORIZED_USER,46.37,2024-02-05
REL-0006982,811C86130,80D39E570,AUTHORIZED_USER,40.84,2024-10-08
REL-0006983,803F1C250,800F2CAB0,AUTHORIZED_USER,45.0,2023-06-01
REL-0006984,804A98A10,80B0CC050,SHARED_OWNER,65.47,2020-01-30
REL-0006985,801545F20,80CBC4FB0,BENEFICIAL_OWNER,8.97,2024-02-13
REL-0006986,812896580,805860730,BUSINESS_ASSOCIATE,42.5,2018-07-22
REL-0006987,810920220,811F2CED0,SHARED_OWNER,52.6,2024-06-10
REL-0006988,80621F010,80EF64780,BENEFICIAL_OWNER,89.17,2019-10-25
REL-0006989,80D23A3D0,8098117F0,RELATED_ACCOUNT,67.16,2022-06-29
REL-0006990,80118C7C0,80218D620,AUTHORIZED_USER,49.39,2019-03-24
REL-0006991,802A1BB50,807B6E150,SHARED_OWNER,43.12,2021-08-15
REL-0006992,803BB1EF0,80653A9E0,BENEFICIAL_OWNER,62.88,2018-03-25
REL-0006993,80239B0B0,8050A7B00,RELATED_ACCOUNT,80.63,2024-05-20
REL-0006994,80A6F67F0,81049F1A0,AUTHORIZED_USER,66.29,2020-07-28
REL-0006995,8042DBDB0,8065A43E0,RELATED_ACCOUNT,82.36,2019-04-14
REL-0006996,802C0E5E0,80D7B2E20,AUTHORIZED_USER,69.85,2019-05-21
REL-0006997,803CCD6E0,80C0E2430,RELATED_ACCOUNT,58.07,2019-02-13
REL-0006998,80E2F1AD0,805457660,BUSINESS_ASSOCIATE,18.51,2022-05-22
REL-0006999,80D931640,807B8CF10,AUTHORIZED_USER,31.34,2019-04-28
REL-0007000,80C282B80,8106A1080,SHARED_OWNER,61.84,2022-06-19
REL-0007001,809BBE500,8137BF8F0,RELATED_ACCOUNT,95.5,2022-07-03
REL-0007002,80397D2B0,80B2261D0,BENEFICIAL_OWNER,21.55,2022-10-01
REL-0007003,80CBEC450,80162BA60,SHARED_OWNER,57.29,2023-09-21
REL-0007004,804D3FF70,805967460,RELATED_ACCOUNT,53.87,2019-08-03
REL-0007005,803BE8FE0,801F46340,BUSINESS_ASSOCIATE,27.03,2022-02-16
REL-0007006,800E97A00,8062A0390,BUSINESS_ASSOCIATE,83.62,2020-02-26
REL-0007007,8102394B0,805C90090,BUSINESS_ASSOCIATE,65.68,2018-01-18
REL-0007008,8060B96C0,800F78680,AUTHORIZED_USER,27.73,2021-08-29
REL-0007009,80A895DB0,80008BD30,AUTHORIZED_USER,34.59,2020-11-05
REL-0007010,801FC2200,80122DAE0,BENEFICIAL_OWNER,78.29,2021-11-14
REL-0007011,8047B6D80,80EDE9E30,BENEFICIAL_OWNER,74.77,2021-05-31
REL-0007012,80A230D50,806C45FE0,SHARED_OWNER,19.3,2024-02-03
REL-0007013,813CA2181,80A4F9DA0,SHARED_OWNER,59.28,2022-02-14
REL-0007014,8012C5D00,806FBF290,BUSINESS_ASSOCIATE,72.12,2024-05-08
REL-0007015,80A4DC040,80E902140,BENEFICIAL_OWNER,37.19,2024-10-05
REL-0007016,811D5F740,80CDB7790,AUTHORIZED_USER,93.25,2018-11-30
REL-0007017,808A923F0,80BA1DB60,SHARED_OWNER,23.26,2021-11-15
REL-0007018,81403F7F1,800046320,AUTHORIZED_USER,91.22,2024-06-05
REL-0007019,80B22ACF0,802AEF250,BENEFICIAL_OWNER,29.1,2022-04-14
REL-0007020,807204160,807C44A10,SHARED_OWNER,96.5,2020-11-03
REL-0007021,8074A1CD0,80905D600,BENEFICIAL_OWNER,77.27,2024-03-24
REL-0007022,802153BB0,811FB0380,BENEFICIAL_OWNER,27.71,2022-04-27
REL-0007023,800F7A510,808C86690,SHARED_OWNER,76.83,2023-02-01
REL-0007024,80E868110,8031D97B0,AUTHORIZED_USER,48.46,2022-11-20
REL-0007025,80E6B1A90,80129D8B0,SHARED_OWNER,41.84,2020-07-08
REL-0007026,8096A0E70,81362E6C1,BUSINESS_ASSOCIATE,80.91,2023-02-07
REL-0007027,80E7B0010,803C41B00,BENEFICIAL_OWNER,85.06,2023-04-20
REL-0007028,80B5FBB90,811378110,SHARED_OWNER,26.63,2019-12-27
REL-0007029,802391AB0,80C973220,AUTHORIZED_USER,76.1,2023-01-23
REL-0007030,80B7287F0,81250A7C0,AUTHORIZED_USER,90.13,2020-12-17
REL-0007031,812EF3AF0,80A481F80,SHARED_OWNER,79.05,2021-05-22
REL-0007032,80D4E1220,805560430,BUSINESS_ASSOCIATE,86.58,2024-07-30
REL-0007033,8097A76F0,800DFA630,AUTHORIZED_USER,73.91,2020-06-08
REL-0007034,81336D800,808B16290,BUSINESS_ASSOCIATE,13.81,2021-11-11
REL-0007035,806F3AC80,813A66780,RELATED_ACCOUNT,85.29,2019-10-27
REL-0007036,80526D0C0,800E734F0,AUTHORIZED_USER,61.46,2024-07-18
REL-0007037,80311FE80,80E431360,BUSINESS_ASSOCIATE,73.22,2021-05-09
REL-0007038,80E683A90,813B42871,AUTHORIZED_USER,84.04,2019-03-07
REL-0007039,80813D7C0,8093011F0,AUTHORIZED_USER,95.57,2024-06-17
REL-0007040,8072DD8A0,8009375A0,RELATED_ACCOUNT,88.71,2022-01-22
REL-0007041,806E39F10,804972F00,RELATED_ACCOUNT,44.74,2023-03-05
REL-0007042,800ABF960,80FCB1860,BUSINESS_ASSOCIATE,80.07,2019-09-14
REL-0007043,801F97E90,80FFF86D0,BUSINESS_ASSOCIATE,24.96,2023-09-08
REL-0007044,807C991F0,80D2A6BB0,SHARED_OWNER,77.03,2024-07-03
REL-0007045,8006AEEC0,80FEA2830,BUSINESS_ASSOCIATE,29.49,2022-04-07
REL-0007046,813D514A1,811BFAE50,RELATED_ACCOUNT,75.46,2018-02-16
REL-0007047,811BF5350,80D4BD830,AUTHORIZED_USER,73.74,2024-09-13
REL-0007048,80E6A3340,809532470,AUTHORIZED_USER,11.43,2023-10-29
REL-0007049,800932AB0,80FF6A2C0,BUSINESS_ASSOCIATE,50.25,2022-12-19
REL-0007050,80C4FC550,80E310B20,AUTHORIZED_USER,46.71,2022-03-15
REL-0007051,808DA2430,81224F3F0,BENEFICIAL_OWNER,59.1,2022-07-23
REL-0007052,811A41F20,8147F0D61,BENEFICIAL_OWNER,52.22,2024-08-10
REL-0007053,802B26320,805731220,AUTHORIZED_USER,11.63,2018-12-16
REL-0007054,800287B40,80D223930,BENEFICIAL_OWNER,98.89,2019-05-20
REL-0007055,80AC29B60,80D0A5DE0,BUSINESS_ASSOCIATE,44.85,2020-02-07
REL-0007056,8141FFA20,809247750,SHARED_OWNER,43.65,2019-11-19
REL-0007057,8139AC5F0,80A1C3780,BENEFICIAL_OWNER,27.02,2020-09-17
REL-0007058,80363C8F0,80189D9C0,BENEFICIAL_OWNER,25.49,2024-08-11
REL-0007059,80FF9CB70,812DB7CB0,RELATED_ACCOUNT,41.01,2022-07-02
REL-0007060,8055EA420,8099224C0,SHARED_OWNER,84.28,2022-03-28
REL-0007061,814651C41,80098AB60,BENEFICIAL_OWNER,69.6,2018-01-10
REL-0007062,8001B7A10,807443880,RELATED_ACCOUNT,67.16,2020-02-21
REL-0007063,8060A7110,80F768FD0,BUSINESS_ASSOCIATE,88.6,2021-08-16
REL-0007064,80281FA60,80D3D7ED0,BUSINESS_ASSOCIATE,34.02,2019-07-14
REL-0007065,8064D0130,808FC39C0,BENEFICIAL_OWNER,50.83,2018-07-18
REL-0007066,80BFB8D10,809CDB340,AUTHORIZED_USER,86.84,2020-12-21
REL-0007067,810FC57E0,80A7347A0,BUSINESS_ASSOCIATE,36.95,2023-12-18
REL-0007068,80D1F1D90,80D56DA50,RELATED_ACCOUNT,28.31,2019-04-22
REL-0007069,8007578B0,811682C70,BUSINESS_ASSOCIATE,79.41,2020-11-14
REL-0007070,80CDA2340,80E7A8910,RELATED_ACCOUNT,96.49,2019-08-10
REL-0007071,80D023600,80327EB60,SHARED_OWNER,35.78,2022-12-24
REL-0007072,803625A40,80EB689B0,RELATED_ACCOUNT,97.21,2022-02-04
REL-0007073,800782AB0,80F7FF100,SHARED_OWNER,50.57,2022-10-04
REL-0007074,803C4F910,802865190,AUTHORIZED_USER,56.71,2018-04-23
REL-0007075,8054F6A60,80632D7B0,SHARED_OWNER,26.73,2024-08-14
REL-0007076,803B3A280,8056F5230,SHARED_OWNER,28.67,2018-11-04
REL-0007077,8004ED870,80A706620,SHARED_OWNER,64.04,2021-08-28
REL-0007078,812DD2720,80B1A08E0,AUTHORIZED_USER,92.64,2024-08-21
REL-0007079,802873E40,807C3DC70,BENEFICIAL_OWNER,56.29,2023-04-18
REL-0007080,804E6EE80,80E24A620,AUTHORIZED_USER,20.15,2023-10-29
REL-0007081,808115F40,80481C630,SHARED_OWNER,28.9,2019-10-08
REL-0007082,8013F7460,80FBFEFA0,BUSINESS_ASSOCIATE,39.42,2022-08-02
REL-0007083,80CC19280,80B8BAC50,SHARED_OWNER,50.02,2024-06-23
REL-0007084,80CFB47F0,80FBFEFA0,RELATED_ACCOUNT,15.91,2018-02-04
REL-0007085,807EA0C40,80103CE40,BENEFICIAL_OWNER,56.48,2023-09-06
REL-0007086,8138F1C70,8059F7E40,SHARED_OWNER,6.84,2018-11-18
REL-0007087,80FA51B20,8093D39B0,BENEFICIAL_OWNER,55.07,2021-07-02
REL-0007088,8111D8B20,809953ED0,SHARED_OWNER,19.26,2018-03-28
REL-0007089,80A719B90,803E42840,BENEFICIAL_OWNER,74.41,2018-01-15
REL-0007090,80D145090,809AA9060,AUTHORIZED_USER,39.28,2022-02-10
REL-0007091,808604840,813B89051,AUTHORIZED_USER,31.17,2023-08-03
REL-0007092,8033AC1F0,80EAE7250,SHARED_OWNER,10.28,2021-01-07
REL-0007093,80FEAC080,80A6536E0,BENEFICIAL_OWNER,88.07,2021-08-01
REL-0007094,801E29E90,8056A6BA0,SHARED_OWNER,79.09,2021-12-27
REL-0007095,80D4C0230,80A43E460,BUSINESS_ASSOCIATE,47.5,2021-02-03
REL-0007096,80183A290,802CCB010,SHARED_OWNER,26.83,2022-06-20
REL-0007097,811F6D1E0,80FFC01A0,BUSINESS_ASSOCIATE,91.31,2021-10-31
REL-0007098,8066EE010,803807350,BUSINESS_ASSOCIATE,93.54,2020-02-12
REL-0007099,801784950,801EE07E0,BUSINESS_ASSOCIATE,96.92,2023-09-11
REL-0007100,8034D0A60,81200EDF0,BENEFICIAL_OWNER,70.44,2020-06-04
REL-0007101,810E94B50,80387FD80,SHARED_OWNER,45.49,2018-12-27
REL-0007102,8079B91E0,800C83D60,RELATED_ACCOUNT,47.32,2024-08-31
REL-0007103,808B07A00,803D6C800,BENEFICIAL_OWNER,43.13,2018-11-06
REL-0007104,80078B0C0,80FD68F90,BUSINESS_ASSOCIATE,37.51,2019-02-13
REL-0007105,812C1BD60,803E72ED0,AUTHORIZED_USER,5.66,2022-02-03
REL-0007106,80B13E8E0,80500CC40,SHARED_OWNER,58.72,2023-07-27
REL-0007107,800559620,80A4A2C60,AUTHORIZED_USER,68.58,2018-04-24
REL-0007108,80934CDE0,800AF7120,RELATED_ACCOUNT,11.99,2019-06-20
REL-0007109,809B3FE50,8002907A0,BUSINESS_ASSOCIATE,19.7,2021-12-16
REL-0007110,803205120,80C51E690,BENEFICIAL_OWNER,71.98,2024-05-03
REL-0007111,81028B010,80AC8ECD0,SHARED_OWNER,83.98,2024-06-14
REL-0007112,805164ED0,80475EE80,BENEFICIAL_OWNER,76.63,2024-07-26
REL-0007113,80A532AD0,8101BB5B0,BENEFICIAL_OWNER,61.37,2019-02-27
REL-0007114,8020BFAD0,80960B7C0,RELATED_ACCOUNT,91.88,2019-05-27
REL-0007115,80464B5F0,80AA0D480,BENEFICIAL_OWNER,81.2,2022-12-23
REL-0007116,809D6FB70,8034C6AD0,BUSINESS_ASSOCIATE,20.66,2018-03-21
REL-0007117,804BFFB70,808ECFB50,AUTHORIZED_USER,36.75,2023-02-26
REL-0007118,80EEB08F0,8095FFF80,SHARED_OWNER,99.52,2021-06-22
REL-0007119,80AFA8C50,8144B9760,BUSINESS_ASSOCIATE,82.02,2020-09-02
REL-0007120,8014E2420,8017B99A0,BENEFICIAL_OWNER,41.62,2021-11-17
REL-0007121,802EC1800,803169220,BUSINESS_ASSOCIATE,92.94,2020-08-31
REL-0007122,805722C90,8067FB950,BENEFICIAL_OWNER,33.54,2024-06-13
REL-0007123,80A1E92D0,8102DFE10,AUTHORIZED_USER,27.39,2022-11-14
REL-0007124,80A4A1B00,80CB21EE0,AUTHORIZED_USER,50.6,2020-11-22
REL-0007125,804483110,8118DD720,RELATED_ACCOUNT,23.77,2021-11-04
REL-0007126,809FFA7E0,8070D3AE0,BUSINESS_ASSOCIATE,90.19,2023-10-27
REL-0007127,8013B2B60,810359D50,BUSINESS_ASSOCIATE,97.58,2022-03-22
REL-0007128,80473F640,80A0AD640,SHARED_OWNER,37.07,2022-07-22
REL-0007129,80DCC9B20,806410C80,RELATED_ACCOUNT,26.17,2023-10-25
REL-0007130,813F337E0,80D85F620,SHARED_OWNER,84.32,2024-05-29
REL-0007131,811AA1070,801CE6EC0,BENEFICIAL_OWNER,30.67,2023-12-28
REL-0007132,80FCD8890,810C47670,RELATED_ACCOUNT,16.91,2023-04-13
REL-0007133,80AA51BB0,8030D3D60,AUTHORIZED_USER,96.3,2018-05-06
REL-0007134,800B03330,808F5E120,BUSINESS_ASSOCIATE,32.27,2024-09-29
REL-0007135,80A31A1C0,80FDFB870,RELATED_ACCOUNT,50.88,2023-05-12
REL-0007136,80FB5E0E0,813375080,RELATED_ACCOUNT,88.5,2022-07-19
REL-0007137,81137AA50,80C0F3540,BENEFICIAL_OWNER,16.96,2020-12-07
REL-0007138,80A794EE0,80EF16110,SHARED_OWNER,25.98,2024-09-21
REL-0007139,810F90AD0,808E8A810,BUSINESS_ASSOCIATE,77.25,2021-01-04
REL-0007140,80C1F55B0,811FD5F10,SHARED_OWNER,91.68,2021-09-22
