account_key,account_id,bank_id,bank_name,entity_id,entity_name
1457:802DAD9D0,802DAD9D0,1457,National Bank of Helena,8001879C0,Corporation #48971
32282:801B70C60,801B70C60,32282,First Bank of Houston,800CB55E0,Partnership #4736
1292:8043A8760,8043A8760,1292,Savings Bank of Seattle,800ECB500,Sole Proprietorship #330
15695:8063EA6E0,8063EA6E0,15695,National Bank of Harrisburg,800CC3A70,Corporation #3970
349548:81282B760,81282B760,349548,Saudi Arabia Bank #304,800F1BC50,Partnership #38226
311276:80D07F760,80D07F760,311276,Savings Bank of Topeka,800D72E20,Sole Proprietorship #8962
19318:807E5BA60,807E5BA60,19318,China Bank #38,8009D3F30,Corporation #29284
126783:80D7F9EE0,80D7F9EE0,126783,First Bank of Philadelphia,800FB1E70,Corporation #4252
113779:80A4E38E0,80A4E38E0,113779,First Bank of Arkadelphia,800EB5AC0,Sole Proprietorship #1463
218438:806D2A260,806D2A260,218438,Oasis Bank,800AF9950,Partnership #11415
27288:8033D4D60,8033D4D60,27288,Belgium Bank #226,80081DD10,Partnership #25822
2467:8026CD0E0,8026CD0E0,2467,Germany Bank #88,8006DCCF0,Corporation #47981
1490:800A2E860,800A2E860,1490,Italy Bank #95,800640FA0,Corporation #20497
2845:803158FE0,803158FE0,2845,Sea Bank,800212AE0,Corporation #5215
218783:806FB4EF0,806FB4EF0,218783,Russia Bank #43,800B49C40,Sole Proprietorship #32941
312097:80B1991F0,80B1991F0,312097,Japan Bank #623,800A810C0,Sole Proprietorship #43957
3:805C800F0,805C800F0,3,China Bank #14,800AB34A0,Partnership #39325
122332:8087EEF70,8087EEF70,122332,UK Bank #61,800C071E0,Corporation #32976
18200:8035B8D70,8035B8D70,18200,China Bank #10,8009B5CF0,Corporation #28357
137024:81293A170,81293A170,137024,Dawn Credit Union,800DBB820,Partnership #4635
8354:812605070,812605070,8354,Bank of Pittsburgh,800ECB080,Partnership #16460
36928:80FE82170,80FE82170,36928,Oasis Bancorp,800CAD2C0,Sole Proprietorship #15426
34928:80D0C3970,80D0C3970,34928,Oak Credit Union,800FB0010,Corporation #978
245328:811372970,811372970,245328,Israel Bank #197,800EEFD00,Partnership #6770
27755:80A2634F0,80A2634F0,27755,Australia Bank #47,800CE0FC0,Sole Proprietorship #35484
15:8040806F0,8040806F0,15,Japan Bank #0,800A43DC0,Sole Proprietorship #30975
12004:802077370,802077370,12004,Italy Bank #53,8006CCA30,Partnership #44274
13264:806F1E970,806F1E970,13264,First Bank of Los Angeles,8002442E0,Partnership #44708
1047:800820AF0,800820AF0,1047,Flagstone Federal Bank,800116540,Partnership #10994
3216:801FE4980,801FE4980,3216,Italy Bank #4211,8006D9C10,Corporation #24760
3045:80BADF300,80BADF300,3045,Austria Bank #20,8006C1920,Sole Proprietorship #23412
239453:80EB3AF00,80EB3AF00,239453,Switzerland Bank #29,800DDB500,Partnership #36960
325890:8096C8080,8096C8080,325890,Canada Bank #228,800C665D0,Partnership #35742
22062:80BCB1680,80BCB1680,22062,Germany Bank #851,80092F9F0,Partnership #27597
29069:80760C700,80760C700,29069,France Bank #444,800CD3AC0,Partnership #2370
130435:80DD6C000,80DD6C000,130435,Savings Bank of Milford,800B99090,Sole Proprietorship #17275
12381:80CB82F00,80CB82F00,12381,Bank of the East,800DF9040,Sole Proprietorship #16091
24132:8075F2380,8075F2380,24132,Savings Bank of Indianapolis,800DF6DC0,Partnership #2957
25981:803A2BF00,803A2BF00,25981,Bank of Helena,800DE46A0,Sole Proprietorship #7208
26302:809DB5E80,809DB5E80,26302,Canada Bank #51,800CAD620,Partnership #18525
241704:811901580,811901580,241704,France Bank #902,800974550,Corporation #26992
122080:8139E7180,8139E7180,122080,Bank of Lacrosse,8004D4F30,Partnership #47800
21258:802E98480,802E98480,21258,Brownstone Trust Bank,80013D460,Partnership #51170
33769:801E1F510,801E1F510,33769,Germany Bank #4685,8006D9A90,Corporation #24493
132958:81213AE90,81213AE90,132958,Netherlands Bank #537,80079EC50,Corporation #42009
312830:804BAFE90,804BAFE90,312830,India Bank #147,800B180D0,Partnership #33776
219562:8074CD490,8074CD490,219562,Russia Bank #54,800B44480,Partnership #33830
124368:81252E990,81252E990,124368,Greece Bank #452,8007A57D0,Sole Proprietorship #26680
18460:8033C0F90,8033C0F90,18460,Portugal Bank #473,80076B810,Sole Proprietorship #22319
33860:8032A2390,8032A2390,33860,Oak Savings Bank,800CD8040,Partnership #6910
27621:80A25F310,80A25F310,27621,Australia Bank #20,800CD9180,Partnership #6642
26:807680C90,807680C90,26,UK Bank #32,800BD2F50,Partnership #34703
33912:802EA3DA0,802EA3DA0,33912,Croatia Bank #4422,80076EAD0,Corporation #46376
341029:80F021320,80F021320,341029,Switzerland Bank #1202,800DB93F0,Corporation #34854
15980:8141F37A0,8141F37A0,15980,Hilltop Bancorp,800D7E010,Partnership #42450
119:812403A20,812403A20,119,Israel Bank #6,8014FA740,Corporation #19043
214:809686AA0,809686AA0,214,Canada Bank #26,800C9F220,Corporation #33351
37969:813322920,813322920,37969,Savings Bank of Los Angeles,800DB33F0,Sole Proprietorship #21200
1457:80EEAD920,80EEAD920,1457,National Bank of Helena,800618200,Sole Proprietorship #5471
21575:80BF22220,80BF22220,21575,First Bank of the North,800E2C060,Partnership #16230
12:8020007A0,8020007A0,12,National Bank of the East,8006E6B70,Corporation #3735
11405:800D64720,800D64720,11405,Savings Bank of Dallas,800F4F050,Sole Proprietorship #195
46906:811539CA0,811539CA0,46906,Israel Bank #46,800F0B090,Sole Proprietorship #38143
39721:80F459520,80F459520,39721,Switzerland Bank #39,800E30760,Corporation #35430
147885:81298D720,81298D720,147885,Germany Bank #490,800985B90,Corporation #43464
132722:80CAB38A0,80CAB38A0,132722,Bank of Portsmouth,800574590,Corporation #47312
6803:8032D4820,8032D4820,6803,First Bank of Lacrosse,8003241E0,Sole Proprietorship #41656
4403:810489820,810489820,4403,Spruce Trust Bank,80029F600,Partnership #16633
701:802F95F20,802F95F20,701,First Bank of Springfield,8000F30A0,Partnership #48644
31057:8022CA930,8022CA930,31057,Hearthstone Trust Bank,800D0B1B0,Partnership #16085
2591:808F50E30,808F50E30,2591,France Bank #75,8008F9870,Partnership #27903
21749:8028A7B30,8028A7B30,21749,Spain Bank #9,8008F5DB0,Partnership #27382
3229:8015E4F30,8015E4F30,3229,Arbor Savings Bank,800D52F00,Partnership #14709
13029:804C97330,804C97330,13029,India Bank #59,800ABA660,Partnership #32618
325463:80943AA30,80943AA30,325463,Slovenia Bank #1760,8007E74F0,Corporation #22624
19023:808A52630,808A52630,19023,Portugal Bank #371,800668880,Sole Proprietorship #22437
16011:802674430,802674430,16011,Austria Bank #107,800CD3AC0,Partnership #2370
12446:807284EB0,807284EB0,12446,Bank of Boston,800C2B790,Corporation #9422
23885:80416A730,80416A730,23885,Brownstone Bancorp,800DF1940,Sole Proprietorship #7692
14629:805849330,805849330,14629,India Bank #148,800B312F0,Partnership #43014
23842:8062690B0,8062690B0,23842,First Bank of Dallas,800271F40,Partnership #43233
321281:809FB8140,809FB8140,321281,Ireland Bank #1742,800719150,Corporation #24492
35887:808BE1640,808BE1640,35887,Savings Bank of Topeka,800D08B90,Partnership #2761
39367:807D4E240,807D4E240,39367,First Bank of Houston,800F50C70,Corporation #4188
213:809E06B40,809E06B40,213,Mexico Bank #0,800C70D90,Partnership #36105
21387:80101C440,80101C440,21387,Greece Bank #77,800972490,Partnership #30213
1686:800AB4AC0,800AB4AC0,1686,Brownstone Credit Union,80098A3D0,Corporation #18739
25170:8093128C0,8093128C0,25170,Canada Bank #28,800C70D90,Partnership #36105
16847:80B30E640,80B30E640,16847,Belgium Bank #886,8007343F0,Partnership #24013
344854:810918AC0,810918AC0,344854,Israel Bank #353,800E7FA00,Partnership #37705
335568:80D7769C0,80D7769C0,335568,Brazil Bank #68,800D9E9D0,Corporation #34698
122545:808BF5940,808BF5940,122545,UK Bank #59,800C32CF0,Sole Proprietorship #34405
10:8132804C0,8132804C0,10,National Bank of Laramie,800E88400,Partnership #18688
14077:80B3B7F40,80B3B7F40,14077,Bank of Portland,800D11870,Partnership #4998
244192:81154F1C0,81154F1C0,244192,Israel Bank #15,800EC7680,Partnership #797
36445:810372F40,810372F40,36445,China Bank #512,800A2B940,Corporation #45371
16450:80E3020C0,80E3020C0,16450,France Bank #119,8007F3190,Corporation #48803
22758:8020472C0,8020472C0,22758,Germany Bank #120,8006E6E10,Sole Proprietorship #52792
1669:801334340,801334340,1669,Germany Bank #38,8006B4A40,Corporation #20832
1686:801DB4AC0,801DB4AC0,1686,Brownstone Credit Union,80019A980,Partnership #42355
21575:803322240,803322240,21575,First Bank of the North,80018ED60,Partnership #6982
1:80AE00140,80AE00140,1,Arbor Savings Bank,80005DD80,Sole Proprietorship #14358
333492:811EB5BD0,811EB5BD0,333492,Bank of Denver,800E090C0,Partnership #6052
32742:80437F2D0,80437F2D0,32742,Germany Bank #4815,80097F9D0,Sole Proprietorship #48354
23402:808ADB4D0,808ADB4D0,23402,Bank of Fairfield,800D1EA10,Partnership #7255
239453:80E83AF50,80E83AF50,239453,Switzerland Bank #29,800E6E5E0,Partnership #37692
15643:8026E8C50,8026E8C50,15643,Spain Bank #114,80066DBC0,Corporation #24666
10581:803ECAB50,803ECAB50,10581,Japan Bank #63,800A9EBC0,Corporation #40547
22062:80BAB16D0,80BAB16D0,22062,Germany Bank #851,8006F4710,Corporation #25391
14329:8097BFD50,8097BFD50,14329,Austria Bank #466,800987AF0,Partnership #23781
11:801580450,801580450,11,Finland Bank #0,80062BC00,Sole Proprietorship #22195
115700:80D51FBD0,80D51FBD0,115700,National Bank of Laramie,8006C4140,Corporation #14273
22345:80BDBA550,80BDBA550,22345,Savings Bank of Harrisburg,800E32220,Corporation #13410
116:80DC03BD0,80DC03BD0,116,Switzerland Bank #9,800DC1D60,Corporation #2990
127593:80A613550,80A613550,127593,Australia Bank #18,800CED200,Corporation #33915
112497:80523B950,80523B950,112497,India Bank #6,800AE9B80,Corporation #30871
27616:805CDF1D0,805CDF1D0,27616,Italy Bank #243,800827730,Corporation #23207
3242:802CE54D0,802CE54D0,3242,Plateau Community Bank,80024D320,Partnership #46496
311441:804684960,804684960,311441,Japan Bank #871,800A6E8A0,Corporation #30366
20:812E80BE0,812E80BE0,20,China Bank #6,800998A10,Partnership #30395
245328:810D729E0,810D729E0,245328,Israel Bank #197,800E7FA00,Partnership #37705
343632:8119F29E0,8119F29E0,343632,Israel Bank #138,800E7FA00,Partnership #37705
144639:810F27E60,810F27E60,144639,Israel Bank #10,800E7FA00,Partnership #37705
44650:810A734E0,810A734E0,44650,Israel Bank #41,800EBE2C0,Sole Proprietorship #37830
225215:80927DE60,80927DE60,225215,Canada Bank #4,800C661B0,Sole Proprietorship #34849
26:807680CE0,807680CE0,26,UK Bank #32,800BC5650,Partnership #34689
18067:80DB34860,80DB34860,18067,China Bank #4,800A2EAC0,Partnership #30777
23:800200A60,800200A60,23,Germany Bank #18,8008128F0,Corporation #18120
28:80BF00FE0,80BF00FE0,28,Australia Bank #0,800D41C20,Sole Proprietorship #16142
16649:806108560,806108560,16649,Russia Bank #13,800B66DC0,Partnership #41297
8074:8031FC4E0,8031FC4E0,8074,Spain Bank #642,800843CB0,Sole Proprietorship #40115
12:8002807E0,8002807E0,12,National Bank of the East,800623480,Corporation #20183
41165:80F386770,80F386770,41165,Switzerland Bank #42,800DB93F0,Corporation #34854
35476:804454BF0,804454BF0,35476,First Bank of Detroit,800F70370,Partnership #10358
24424:80E6FB5F0,80E6FB5F0,24424,Bank of Dallas,800CA1660,Sole Proprietorship #20749
14:80FD806F0,80FD806F0,14,China Bank #13,800E7FA00,Partnership #37705
33739:80CA1E470,80CA1E470,33739,Acme Trust Bank,800D7F7F0,Partnership #44561
152416:81409B1F1,81409B1F1,152416,Crytpo Bank #8,800FE9980,Country #1
116:80EE83BF0,80EE83BF0,116,Switzerland Bank #9,800DB93F0,Corporation #34854
310704:80476D9F0,80476D9F0,310704,Japan Bank #282,800A8E5E0,Corporation #30009
13432:807A23DF0,807A23DF0,13432,Hearthstone Savings Bank,800C4A8F0,Sole Proprietorship #11618
1457:805B2D970,805B2D970,1457,National Bank of Helena,800F794B0,Corporation #7343
34544:8042B79F0,8042B79F0,34544,National Bank of Tampa,800CBAFE0,Corporation #6567
219557:80714D370,80714D370,219557,Russia Bank #56,800BBB170,Sole Proprietorship #7152
36121:80DAE8D70,80DAE8D70,36121,The Pine Federal Bank,800599CD0,Sole Proprietorship #46441
1457:800E2D970,800E2D970,1457,National Bank of Helena,800186220,Corporation #2635
320272:80A018A00,80A018A00,320272,Sea Community Bank,800B19710,Corporation #2352
127179:80AF06780,80AF06780,127179,Germany Bank #279,80089C350,Corporation #23201
315292:8058FCC00,8058FCC00,315292,India Bank #825,800B21F30,Corporation #41376
125633:8098D6280,8098D6280,125633,Canada Bank #19,800C9F220,Corporation #33351
318684:807166C00,807166C00,318684,Russia Bank #483,800B49C40,Sole Proprietorship #32941
14757:805D4D080,805D4D080,14757,India Bank #41,800ABA660,Partnership #32618
310064:803E59A00,803E59A00,310064,Japan Bank #142,800A340F0,Partnership #31646
3123:8026E1B80,8026E1B80,3123,Spain Bank #64,8006109E0,Corporation #20618
116214:81382F900,81382F900,116214,Heath Thrift,800CD9A20,Partnership #5503
23:80B780980,80B780980,23,Germany Bank #18,800634BA0,Corporation #9613
29251:80C312380,80C312380,29251,Bank of Detroit,800397BE0,Corporation #17524
25075:80A40FB80,80A40FB80,25075,National Bank of Harrisburg,8002BE280,Partnership #14697
21575:8010A2180,8010A2180,21575,First Bank of the North,80018CAE0,Corporation #2098
37004:803D84410,803D84410,37004,Portugal Bank #5160,80096DA50,Partnership #50752
332692:80C69C810,80C69C810,332692,Mexico Bank #584,800D3FDC0,Partnership #40411
321256:807BB7610,807BB7610,321256,Germany Bank #2271,8008DF5B0,Corporation #24465
3485:8003ECC90,8003ECC90,3485,First Bank of Portsmouth,800BFA460,Sole Proprietorship #3483
38959:806A41590,806A41590,38959,Fieldstone Federal Bank,800F87F70,Sole Proprietorship #8954
30416:80D6B6A10,80D6B6A10,30416,China Bank #52,800A0C8A0,Sole Proprietorship #30070
2843:8006D8F90,8006D8F90,2843,Sappo Bancorp,800E79860,Corporation #9669
219444:80B849810,80B849810,219444,Italy Bank #479,800886910,Corporation #38573
1:802F80290,802F80290,1,Arbor Savings Bank,8002314A0,Corporation #7993
237791:80DB86D90,80DB86D90,237791,Brazil Bank #231,800D84F00,Partnership #36817
28248:80ADF2E10,80ADF2E10,28248,Australia Bank #44,800CCD520,Corporation #33736
221765:808812090,808812090,221765,UK Bank #17,800BF6CC0,Sole Proprietorship #34032
13969:805434A90,805434A90,13969,India Bank #58,800AE7F60,Corporation #30600
11808:804571210,804571210,11808,Japan Bank #58,800A5CAC0,Sole Proprietorship #31025
31037:80BA49C90,80BA49C90,31037,Italy Bank #218,80085D930,Corporation #24462
34211:80512D390,80512D390,34211,Italy Bank #556,800782FD0,Partnership #25786
211212:80DDC8410,80DDC8410,211212,First Bank of Omaha,800DBC3C0,Corporation #15622
29685:80BE1F890,80BE1F890,29685,The Pine Credit Union,800D21110,Corporation #4341
17708:8081A9410,8081A9410,17708,Mountain Savings Bank,800E49440,Partnership #5082
11471:8010E6590,8010E6590,11471,Willows Community Bank,800DA3D50,Corporation #2152
213005:804F00490,804F00490,213005,India Bank #28,800AF1480,Sole Proprietorship #49395
138349:8104E3490,8104E3490,138349,France Bank #102,80096E310,Partnership #28913
17174:80B998910,80B998910,17174,Germany Bank #305,8008B6570,Sole Proprietorship #26793
17610:80A926710,80A926710,17610,Italy Bank #201,800833C90,Corporation #24866
120766:8104BDD10,8104BDD10,120766,Bank of Huron,8004B5470,Partnership #21591
18617:80DFC5E90,80DFC5E90,18617,First Bank of Detroit,800370D20,Sole Proprietorship #17468
28255:8111F2D90,8111F2D90,28255,Bank of Augusta,8003552C0,Corporation #17605
11056:802E59A20,802E59A20,11056,Germany Bank #214,80085AC70,Corporation #24186
139298:80EE81320,80EE81320,139298,Switzerland Bank #21,800DB93F0,Corporation #34854
27288:8126D4E20,8126D4E20,27288,Belgium Bank #226,8007BDDF0,Partnership #38995
129200:80B045A20,80B045A20,129200,Australia Bank #41,800CE7340,Partnership #36377
220572:807EECC20,807EECC20,220572,UK Bank #19,800BC5650,Partnership #34689
6:804D80120,804D80120,6,India Bank #0,800ABA660,Partnership #32618
12719:81300D5A0,81300D5A0,12719,Bank of New Orleans,800E72510,Sole Proprietorship #2830
337949:812740CA0,812740CA0,337949,Sea Thrift,800DA2470,Partnership #11070
223233:8118C02A0,8118C02A0,223233,First Bank of Augusta,800F28840,Sole Proprietorship #5380
236710:80DE65120,80DE65120,236710,Savings Bank of Newbury,800DA1870,Partnership #14154
26:807E80F20,807E80F20,26,UK Bank #32,800BD4810,Sole Proprietorship #33972
11056:800D59A30,800D59A30,11056,Germany Bank #214,800767650,Sole Proprietorship #28042
312992:806835230,806835230,312992,Bank of Providence,800B3DDD0,Partnership #12813
11318:802C61930,802C61930,11318,First Bank of Arkadelphia,800FC4580,Sole Proprietorship #10142
245993:812B076B0,812B076B0,245993,Oasis Bank,800A23E40,Corporation #4129
122151:8091E91B0,8091E91B0,122151,Savings Bank of Laramie,800BB9610,Corporation #11224
1601:8004322B0,8004322B0,1601,Acme Cooperative Bank,800FA57D0,Partnership #582
238190:80E613530,80E613530,238190,Switzerland Bank #28,800DECCA0,Corporation #50237
3655:813E721B0,813E721B0,3655,Netherlands Bank #72,800750F30,Partnership #30185
130864:80D1F9A30,80D1F9A30,130864,Desert Federal Bank,80055E970,Sole Proprietorship #40613
3843:80D9783C0,80D9783C0,3843,First Bank of Newport,800C34450,Partnership #19786
349561:81222BEC0,81222BEC0,349561,Saudi Arabia Bank #412,800F1BA10,Individual #113
410:80030CF40,80030CF40,410,Germany Bank #126,800918730,Corporation #26485
18135:8107369C0,8107369C0,18135,China Bank #310,8009DDD10,Sole Proprietorship #30167
13327:80D4205C0,80D4205C0,13327,Hilltop Community Bank,800794B30,Sole Proprietorship #3823
32573:800EF9CC0,800EF9CC0,32573,Greece Bank #3,800830670,Sole Proprietorship #1899
48795:8129F4FC0,8129F4FC0,48795,Saudi Arabia Bank #21,800F47750,Sole Proprietorship #19599
227471:809F445C0,809F445C0,227471,Canada Bank #323,800CBA980,Sole Proprietorship #2683
20:803800840,803800840,20,China Bank #6,8009AE4B0,Partnership #30745
29435:812C17FC0,812C17FC0,29435,France Bank #1273,80093AD70,Corporation #24532
241742:812182540,812182540,241742,Arbor Federal Bank,8005D33B0,Sole Proprietorship #48726
331663:80D2FC5D0,80D2FC5D0,331663,Sunrise Trust Bank,8002932C0,Sole Proprietorship #5443
3373:8011694D0,8011694D0,3373,City National Federal Bank,8008BDC70,Corporation #6816
32853:8071028D0,8071028D0,32853,Oak Trust Bank,800F87EB0,Partnership #10900
15:803F805D0,803F805D0,15,Japan Bank #0,800A579A0,Partnership #32577
325807:809F455D0,809F455D0,325807,Canada Bank #192,800C70D90,Partnership #36105
11642:80C26BF50,80C26BF50,11642,First Bank of New Orleans,800CE4080,Sole Proprietorship #8727
32098:80226B350,80226B350,32098,The Pine Bank,8007968D0,Corporation #433
24922:80950AF50,80950AF50,24922,Canada Bank #33,800C5EFF0,Partnership #35725
10057:803ABA6D0,803ABA6D0,10057,Japan Bank #13,800A340F0,Partnership #31646
29715:807520BD0,807520BD0,29715,China Bank #61,8009B0D50,Sole Proprietorship #29304
3:8048003D0,8048003D0,3,China Bank #14,8009A51E0,Partnership #30401
138103:80F95B9D0,80F95B9D0,138103,Baltech Thrift,800D85B60,Partnership #2022
3144:808FE2650,808FE2650,3144,Savings Bank of Phoenix,8008EB8B0,Partnership #571
513:804E902D0,804E902D0,513,National Bank of New Orleans,800C6B130,Sole Proprietorship #35188
11471:800DE65D0,800DE65D0,11471,Willows Community Bank,800E58B60,Partnership #2268
117:80E1838D0,80E1838D0,117,Switzerland Bank #10,800DCBBF0,Partnership #36972
21749:8110278D0,8110278D0,21749,Spain Bank #9,8006A7140,Partnership #29136
132523:8132AD7D0,8132AD7D0,132523,Savings Bank of Madison,800572430,Partnership #22258
221527:80C70A9D0,80C70A9D0,221527,Savings Bank of Albany,8004BE510,Corporation #13960
1686:80C6B4950,80C6B4950,1686,Brownstone Credit Union,80019DAA0,Corporation #13928
32556:80B5F9460,80B5F9460,32556,France Bank #4070,800889810,Partnership #48836
340583:80ED931E0,80ED931E0,340583,Switzerland Bank #1101,800DB93F0,Corporation #34854
3262:8017E5D60,8017E5D60,3262,National Bank of Lincoln,800C28390,Sole Proprietorship #6515
327144:809EEF660,809EEF660,327144,Canada Bank #506,800C5EF10,Corporation #33718
319657:8085856E0,8085856E0,319657,First Bank of Plattsburg,8004631B0,Sole Proprietorship #14594
32300:809B71460,809B71460,32300,City National Bank,800D1AF10,Partnership #2540
316617:8064A66E0,8064A66E0,316617,Russia Bank #66,800B49C40,Sole Proprietorship #32941
1490:80052EB60,80052EB60,1490,Italy Bank #95,8007F4F50,Corporation #37353
31875:803D643E0,803D643E0,31875,Arbor Federal Bank,800DAE770,Corporation #4227
10:80CE80760,80CE80760,10,National Bank of Laramie,800D84F00,Partnership #36817
10099:8046BBBE0,8046BBBE0,10099,Japan Bank #46,800A88720,Corporation #30077
16586:806986760,806986760,16586,Savings Bank of Danbury,80090AF90,Partnership #11137
235509:80CF3F8E0,80CF3F8E0,235509,Brazil Bank #16,800D95C70,Partnership #14111
113685:8134E08E0,8134E08E0,113685,Spruce Federal Bank,800414280,Corporation #19204
12513:801B872F0,801B872F0,12513,Germany Bank #74,800907AD0,Partnership #49618
339107:80E8653F0,80E8653F0,339107,Switzerland Bank #1127,800E6E5E0,Partnership #37692
701:801715CF0,801715CF0,701,First Bank of Springfield,800F7E9F0,Partnership #45504
334327:80CB4F9F0,80CB4F9F0,334327,Mexico Bank #213,800D7F7F0,Partnership #44561
6:80A480170,80A480170,6,India Bank #0,800D28430,Partnership #36506
1412:80512C070,80512C070,1412,First Bank of Indianapolis,800DC7580,Sole Proprietorship #44965
124:813D03C71,813D03C71,124,Crytpo Bank #4,800FE9980,Country #1
113304:8054D4E70,8054D4E70,113304,India Bank #16,800AC8450,Sole Proprietorship #31648
112354:80AF37370,80AF37370,112354,Netherlands Bank #971,800808870,Corporation #23278
21745:801F27AF0,801F27AF0,21745,Austria Bank #2,80061A120,Partnership #23544
113798:805AE4170,805AE4170,113798,Capital Bancorp,800C9FAE0,Partnership #10038
222:811A86D70,811A86D70,222,Saudi Arabia Bank #5,800F123C0,Sole Proprietorship #38197
21568:8083A2270,8083A2270,21568,UK Bank #30,800BF9CE0,Partnership #35013
16643:802D083F0,802D083F0,16643,Italy Bank #6,8007FE130,Corporation #52445
1024:8029A0270,8029A0270,1024,France Bank #51,80067AD40,Partnership #24962
11056:801059A70,801059A70,11056,Germany Bank #214,800671AE0,Partnership #23799
138016:813059270,813059270,138016,Bank of Newbury,8005BB230,Sole Proprietorship #21006
2053:804EC00F0,804EC00F0,2053,First Bank of Tampa,8001CE5C0,Partnership #54946
324845:8090A7400,8090A7400,324845,Canada Bank #86,800CBAF00,Partnership #36117
312218:80599CF80,80599CF80,312218,India Bank #955,800B3F510,Corporation #31441
3354:8007E8F80,8007E8F80,3354,Belgium Bank #1114,8006D50F0,Sole Proprietorship #26989
3787:805576700,805576700,3787,Desert Federal Bank,800F53130,Partnership #17468
339254:80E5E9980,80E5E9980,339254,Brook Thrift,8004DF190,Corporation #40866
15625:8079E8600,8079E8600,15625,National Bank of the East,800D91C90,Sole Proprietorship #16712
153502:813D3CD81,813D3CD81,153502,Crytpo Bank #23,800419300,Partnership #50846
122055:8094E6100,8094E6100,122055,Canada Bank #24,800C58DF0,Corporation #33125
8798:805692D80,805692D80,8798,National Bank of Arkadelphia,80030DD40,Partnership #15285
3913:80107A600,80107A600,3913,Spain Bank #223,8009171B0,Corporation #26855
245090:81136B380,81136B380,245090,Israel Bank #17,800E84E60,Corporation #35871
220:811206C80,811206C80,220,National Bank of Pittsburgh,800EC4E40,Corporation #36255
19601:8072E4A00,8072E4A00,19601,Bank of Portsmouth,800B63DA0,Partnership #11794
142836:81006F880,81006F880,142836,Israel Bank #37,800E9D0C0,Partnership #580
213005:804C00400,804C00400,213005,India Bank #28,800AF05E0,Sole Proprietorship #31917
120519:8086B6100,8086B6100,120519,Italy Bank #776,8008EEB90,Sole Proprietorship #14609
6803:807FD4B00,807FD4B00,6803,First Bank of Lacrosse,800325DA0,Corporation #10264
39398:8069CF190,8069CF190,39398,First Bank of Chicago,800DBCA80,Sole Proprietorship #4063
138335:80E962D10,80E962D10,138335,Switzerland Bank #31,800DDB500,Partnership #36960
39279:8104CB510,8104CB510,39279,Plateau Thrift,8004FB450,Sole Proprietorship #12915
149030:813E31190,813E31190,149030,National Bank of Watertown,800F7BE70,Partnership #20193
20727:811607910,811607910,20727,Germany Bank #164,800674780,Sole Proprietorship #24676
29788:80F9A2C90,80F9A2C90,29788,China Bank #26,800A0C8A0,Sole Proprietorship #30070
255063:814322911,814322911,255063,Crytpo Bank #11,800FE9980,Country #1
113:810683A10,810683A10,113,Israel Bank #1,800E7FA00,Partnership #37705
126191:809F67510,809F67510,126191,Canada Bank #47,800CB8720,Partnership #36051
13067:80D998710,80D998710,13067,China Bank #204,8009F27A0,Sole Proprietorship #29709
11852:801272490,801272490,11852,Netherlands Bank #4,800732F30,Corporation #20806
29685:81301F810,81301F810,29685,The Pine Credit Union,800E4C9C0,Sole Proprietorship #10496
16163:806FF9310,806FF9310,16163,First Bank of Boston,800F0CAC0,Sole Proprietorship #8295
220:800406C90,800406C90,220,National Bank of Pittsburgh,800B1FB10,Partnership #11510
43049:8108C1610,8108C1610,43049,Israel Bank #42,800E9A0A0,Corporation #55500
41148:80F505C90,80F505C90,41148,Switzerland Bank #193,800E5B2A0,Partnership #13457
110:80DB83590,80DB83590,110,Brazil Bank #7,800D90E50,Corporation #34848
124225:8138AA210,8138AA210,124225,UK Bank #160,800C49C70,Partnership #14279
122047:8085E5D10,8085E5D10,122047,UK Bank #42,800C14C00,Corporation #42890
120519:80D3B6110,80D3B6110,120519,Italy Bank #776,8008EEFB0,Partnership #4705
242782:8117A2D90,8117A2D90,242782,Capital Bancorp,8005D86D0,Sole Proprietorship #19905
32961:802C86220,802C86220,32961,First Bank of Helena,800F945B0,Partnership #16077
319273:806FF9620,806FF9620,319273,Mountain Cooperative Bank,800DF1DC0,Sole Proprietorship #1719
328547:81289B320,81289B320,328547,Bank of Tuscon,80091E210,Sole Proprietorship #13156
344622:8143915A0,8143915A0,344622,National Bank of Albany,800C777F0,Partnership #6990
2591:80C150D20,80C150D20,2591,France Bank #75,8007EBA70,Sole Proprietorship #26289
48755:812373B20,812373B20,48755,Saudi Arabia Bank #17,800F43A50,Sole Proprietorship #53147
118:80DD839A0,80DD839A0,118,Switzerland Bank #8,800DD5870,Sole Proprietorship #36904
19593:80C864620,80C864620,19593,China Bank #59,8009FB3E0,Corporation #29057
16388:8083000A0,8083000A0,16388,Germany Bank #19,8007E5190,Sole Proprietorship #28279
137446:8105C71A0,8105C71A0,137446,Bank of Billings,8005B17B0,Partnership #39886
313421:804E42430,804E42430,313421,Future Trust Bank,800896950,Sole Proprietorship #5212
310257:80415FA30,80415FA30,310257,Japan Bank #166,800AA8A80,Partnership #32497
246748:81249ECB0,81249ECB0,246748,Netherlands Bank #2550,8008209D0,Partnership #25356
24850:809B88BB0,809B88BB0,24850,Italy Bank #84,8007B82F0,Corporation #22186
14433:80A043230,80A043230,14433,Bank of Springfield,800EB8780,Sole Proprietorship #13671
32893:804B03C30,804B03C30,32893,Savings Bank of Albany,800D21FD0,Corporation #7015
